DATE,PRICE
1991-01-01,32.1544477252317
1991-02-01,32.6865911174254
1991-03-01,30.4456840339587
1991-04-01,29.0977175860906
1991-05-01,28.705449371903
1991-06-01,27.3982215552643
1991-07-01,27.402798279381
1991-08-01,27.9920169566027
1991-09-01,28.6616614274025
1991-10-01,28.6416758999567
1991-11-01,29.5558665077196
1991-12-01,30.3579822253085
1992-01-01,30.173356029961
1992-02-01,29.5465110931021
1992-03-01,28.6751370609765
1992-04-01,29.2101208276942
1992-05-01,30.1075694463548
1992-06-01,30.8136057002539
1992-07-01,31.9095636846123
1992-08-01,32.2426990374834
1992-09-01,30.8802710671429
1992-10-01,27.5866656101879
1992-11-01,25.3849425557107
1992-12-01,25.8028666624664
1993-01-01,25.4765765688223
1993-02-01,23.9046238900473
1993-03-01,24.2848535873929
1993-04-01,25.7174357873178
1993-05-01,25.7472892486067
1993-06-01,25.1413283999541
1993-07-01,24.8891830806916
1993-08-01,24.8080210103723
1993-09-01,25.3451758192564
1993-10-01,25.0018598684458
1993-11-01,24.6211653982727
1993-12-01,24.7740528162756
1994-01-01,24.8206748401757
1994-02-01,24.5866317636812
1994-03-01,24.7891244034842
1994-04-01,24.6539371258165
1994-05-01,24.9908651999288
1994-06-01,25.3531873260821
1994-07-01,25.6936744096775
1994-08-01,25.6512112172898
1994-09-01,25.9998002443461
1994-10-01,26.7065732959324
1994-11-01,26.433419762569
1994-12-01,25.9360985385075
1995-01-01,26.1879297414823
1995-02-01,26.135222108572
1995-03-01,26.6121604393619
1995-04-01,26.7467449366431
1995-05-01,26.4044138823622
1995-06-01,26.518979731407
1995-07-01,26.5166942451156
1995-08-01,26.0998719342274
1995-09-01,25.8939262246253
1995-10-01,26.2521717018229
1995-11-01,26.0028989308403
1995-12-01,25.5948342094043
1996-01-01,25.4464568022854
1996-02-01,25.5428323399649
1996-03-01,25.3943657107952
1996-04-01,25.1973049641208
1996-05-01,25.1838202350821
1996-06-01,25.6449377897325
1996-07-01,25.834319239873
1996-08-01,25.7681057052916
1996-09-01,25.9274202961659
1996-10-01,26.3597000370368
1996-11-01,27.6512960207806
1996-12-01,27.677909158948
1997-01-01,27.6070727608386
1997-02-01,27.0347279667244
1997-03-01,26.6936998069604
1997-04-01,27.0863813965878
1997-05-01,27.1586916634159
1997-06-01,27.3364675847387
1997-07-01,27.7902366867523
1997-08-01,26.6610077677786
1997-09-01,26.5990977232935
1997-10-01,27.1246001105189
1997-11-01,28.0644331199935
1997-12-01,27.6278580889224
1998-01-01,27.1929102521069
1998-02-01,27.2600409231523
1998-03-01,27.6203753708122
1998-04-01,27.8016234317025
1998-05-01,27.2309677189863
1998-06-01,27.4332318350472
1998-07-01,27.3292000356563
1998-08-01,27.1255182797943
1998-09-01,27.9406961723356
1998-10-01,28.1779512445352
1998-11-01,27.6300751905846
1998-12-01,27.7765622646987
1999-01-01,27.4549241592655
1999-02-01,27.0769637533906
1999-03-01,26.9419061137619
1999-04-01,26.7750776483022
1999-05-01,26.8608576033392
1999-06-01,26.5340963336497
1999-07-01,26.1688036404542
1999-08-01,26.7217761488752
1999-09-01,26.9868385708195
1999-10-01,27.5631662297055
1999-11-01,26.9945480379633
1999-12-01,26.8304497623173
2000-01-01,27.294960274333
2000-02-01,26.6062493158307
2000-03-01,26.268606077435
2000-04-01,26.3282669978903
2000-05-01,25.086505308549
2000-06-01,25.0764023793835
2000-07-01,25.0832588382578
2000-08-01,24.7742215005513
2000-09-01,23.8537967843287
2000-10-01,24.13766138011
2000-11-01,23.7086522084614
2000-12-01,24.304481041965
2001-01-01,24.5829208991696
2001-02-01,24.1749993876496
2001-03-01,24.0307114192427
2001-04-01,23.8579142588443
2001-05-01,23.6989955789811
2001-06-01,23.2993630043575
2001-07-01,23.5098688889695
2001-08-01,23.8950399141143
2001-09-01,24.3212449560468
2001-10-01,24.1368628291655
2001-11-01,23.8889176902059
2001-12-01,23.9323580313877
2002-01-01,23.8178696596651
2002-02-01,23.6537033593091
2002-03-01,23.6517911091254
2002-04-01,23.9879314348958
2002-05-01,24.2655478350835
2002-06-01,24.7165264686582
2002-07-01,25.8337408655263
2002-08-01,25.5437321377174
2002-09-01,25.8553644921423
2002-10-01,25.8938917975808
2002-11-01,26.1400561820178
2002-12-01,26.3788380310439
2003-01-01,26.8768652895036
2003-02-01,26.7678443541291
2003-03-01,26.3210350234205
2003-04-01,26.1767927647395
2003-05-01,26.9863397229454
2003-06-01,27.6130510171065
2003-07-01,27.0210711024635
2003-08-01,26.5084434596438
2003-09-01,26.7852586799127
2003-10-01,27.8738117798473
2003-11-01,28.0847196002032
2003-12-01,29.1058838732051
2004-01-01,30.2927351047648
2004-02-01,31.0525318853136
2004-03-01,30.3920536852846
2004-04-01,29.9797278593741
2004-05-01,29.697376628697
2004-06-01,30.3886636229208
2004-07-01,30.6203406688929
2004-08-01,30.255652639787
2004-09-01,29.810241954705
2004-10-01,30.0301669221907
2004-11-01,30.925015787095
2004-12-01,32.0713257311162
2005-01-01,31.2320339786448
2005-02-01,31.3878407979606
2005-03-01,31.6878751192743
2005-04-01,31.5052521674181
2005-05-01,30.8872350790612
2005-06-01,30.2440128560601
2005-07-01,29.1088028171144
2005-08-01,29.8200677461628
2005-09-01,30.070625428336
2005-10-01,29.3273456952521
2005-11-01,28.8552506080207
2005-12-01,29.0228181438813
2006-01-01,29.3705791776663
2006-02-01,29.0687801730003
2006-03-01,28.9902188625231
2006-04-01,29.374875854008
2006-05-01,31.0889553384174
2006-06-01,30.6542774409278
2006-07-01,30.6686130187213
