DATE,PRICE
1990-01-01,75.5686718942764
1990-02-01,73.8647012912272
1990-03-01,70.0445793762433
1990-04-01,68.7690824158012
1990-05-01,71.0260764087814
1990-06-01,80.2318685405609
1990-07-01,77.9935506085322
1990-08-01,83.7762764196815
1990-09-01,88.3859504253821
1990-10-01,88.1628374110534
1990-11-01,91.4739658980174
1990-12-01,89.8132705081484
1991-01-01,93.8846546938438
1991-02-01,92.0363780002353
1991-03-01,88.0936313727235
1991-04-01,85.1514851640752
1991-05-01,85.2979558684412
1991-06-01,71.2807629615729
1991-07-01,72.271881513897
1991-08-01,67.058534779335
1991-09-01,67.4261083743842
1991-10-01,68.2080132829313
1991-11-01,73.2991241263381
1991-12-01,75.4342323470368
1992-01-01,73.4190150532563
1992-02-01,71.2807388449983
1992-03-01,72.6449468693306
1992-04-01,75.2280701754386
1992-05-01,84.7789824854045
1992-06-01,84.8923214923717
1992-07-01,77.3722794785143
1992-08-01,77.0425728440675
1992-09-01,83.5719545119856
1992-10-01,82.2079695262572
1992-11-01,82.1175078864353
1992-12-01,79.5459222425515
1993-01-01,75.0821853475266
1993-02-01,74.8298467053559
1993-03-01,75.1603106138005
1993-04-01,77.4459921594795
1993-05-01,77.4604624787348
1993-06-01,75.3014189438963
1993-07-01,74.0274263719688
1993-08-01,69.6930667132379
1993-09-01,64.4094871894684
1993-10-01,60.9484812837451
1993-11-01,63.8543989609838
1993-12-01,68.3099120763508
1994-01-01,74.6189348393757
1994-02-01,72.2939594214993
1994-03-01,68.29429967271
1994-04-01,66.8947608266364
1994-05-01,68.5543154708017
1994-06-01,67.7820567904252
1994-07-01,64.3194050581631
1994-08-01,66.1582981643959
1994-09-01,72.2699918249958
1994-10-01,80.1358586427625
1994-11-01,83.9798961103662
1994-12-01,86.486039792297
1995-01-01,85.4540981230768
1995-02-01,85.772325795603
1995-03-01,90.8300850249922
1995-04-01,93.3961304202462
1995-05-01,100.794362305635
1995-06-01,105.767961344493
1995-07-01,112.969004893964
1995-08-01,104.869557165986
1995-09-01,104.821096740281
1995-10-01,112.703721399374
1995-11-01,125.760202246701
1995-12-01,125.004179488569
1996-01-01,124.933059695783
1996-02-01,123.311523082515
1996-03-01,124.470827779161
1996-04-01,132.687072327275
1996-05-01,137.787852349087
1996-06-01,138.136213841084
1996-07-01,133.090579693302
1996-08-01,115.008002865828
1996-09-01,103.39967135293
1996-10-01,102.405997426136
1996-11-01,99.994769757242
1996-12-01,100.755612016361
1997-01-01,98.9672194468244
1997-02-01,97.7272727272727
1997-03-01,99.7499690194849
1997-04-01,97.8688881671708
1997-05-01,100.065988567731
1997-06-01,94.9435685486784
1997-07-01,91.664961282273
1997-08-01,91.2956994233219
1997-09-01,92.507805120736
1997-10-01,102.707709978313
1997-11-01,102.265215488748
1997-12-01,97.0818674926766
1998-01-01,95.7707817130642
1998-02-01,91.4872696081508
1998-03-01,93.0414376201932
1998-04-01,91.8536961787464
1998-05-01,93.0103806228374
1998-06-01,91.5745652946945
1998-07-01,85.202637752667
1998-08-01,73.2024186079108
1998-09-01,73.1180170493938
1998-10-01,74.739165329053
1998-11-01,79.2596971488336
1998-12-01,78.3881738640617
1999-01-01,77.7065919648682
1999-02-01,75.3083040107898
1999-03-01,75.1954470570615
1999-04-01,79.7279204276744
1999-05-01,81.5259396053487
1999-06-01,80.5440560392572
1999-07-01,76.8615913701151
1999-08-01,75.145145001412
1999-09-01,71.4372773933181
1999-10-01,72.2944802765207
1999-11-01,73.140271827952
1999-12-01,72.3570337688783
2000-01-01,73.1332776600664
2000-02-01,73.3645812105156
2000-03-01,74.3986754517413
2000-04-01,76.9534601816919
2000-05-01,78.2569709729733
2000-06-01,78.4832093233816
2000-07-01,78.6813365271406
2000-08-01,75.1326738466872
2000-09-01,73.2083139883055
2000-10-01,76.1470229829682
2000-11-01,82.4630665379715
2000-12-01,86.5957555668947
2001-01-01,85.7532515051725
2001-02-01,82.3078945638598
2001-03-01,83.0743035663541
2001-04-01,84.7196450699523
2001-05-01,89.7266151409977
2001-06-01,95.0570716347415
2001-07-01,101.977402781508
2001-08-01,99.3919758041668
2001-09-01,99.6094490150679
2001-10-01,101.788001837646
2001-11-01,100.96791884888
2001-12-01,102.86016439578
2002-01-01,99.271779717199
2002-02-01,99.0109763866696
2002-03-01,98.9521307095644
2002-04-01,95.8237328513546
2002-05-01,97.5469534176339
2002-06-01,104.110300310345
2002-07-01,114.227517813685
2002-08-01,120.986561555999
2002-09-01,119.74805148798
2002-10-01,120.613861382578
2002-11-01,120.130508531619
2002-12-01,117.186855037045
2003-01-01,113.704404668652
2003-02-01,114.151664366899
2003-03-01,113.653472899142
2003-04-01,114.589279410936
2003-05-01,115.496101242305
2003-06-01,111.484852215879
2003-07-01,96.6193293375373
2003-08-01,88.0703868769148
2003-09-01,90.6313970354304
2003-10-01,95.696480803033
2003-11-01,101.746416714332
2003-12-01,100.766726286682
2004-01-01,98.5483089778838
2004-02-01,95.5673766069196
2004-03-01,103.029470059649
2004-04-01,112.531128357598
2004-05-01,111.559518338306
2004-06-01,114.04805049381
2004-07-01,103.969350414106
2004-08-01,87.7722919755341
2004-09-01,85.3714688083837
2004-10-01,87.8883844395501
2004-11-01,95.5333377094733
2004-12-01,92.0438849058409
2005-01-01,90.7148026752963
2005-02-01,87.3756336221018
2005-03-01,94.1686419754265
2005-04-01,93.3272375466296
2005-05-01,88.8948334494037
2005-06-01,93.4435281482598
2005-07-01,96.8053386851054
2005-08-01,98.0039678806298
2005-09-01,97.8922514687879
2005-10-01,98.5255883300402
