Fold,Prediction,Real Value,MSE,RMSE,MAE,MAPE,R-squared
1,0.14042157,0.09652545016812414,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.11303688,0.06673112978900803,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.082362905,0.04860930578516626,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.058092397,0.036805057297585264,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.04151787,0.08831669389659141,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.063001335,0.11608323109609814,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.09140148,0.09326154292012184,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.09402877,0.07612098113423249,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.08568147,0.07789425521336552,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.08189714,0.06291014215718599,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.07133139,0.06315129085269877,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.065889284,0.04704887221677473,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.054460444,0.042110174270776346,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.046157822,0.054185246544761256,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.048721246,0.04960458981426391,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.04846592,0.02923879099539628,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.038174495,0.07148597886209351,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.055269353,0.08179108408787977,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.07048824,0.14541152467637003,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.11277203,0.1552260869806707,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.14082485,0.16653370760985425,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.16071227,0.1801626434841161,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.17694607,0.14552894632130658,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.16312328,0.13215231486023532,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.14655167,0.16126446089883262,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.15440625,0.13844030347309427,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.14433818,0.18709303387882442,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.16840395,0.21608246702299866,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.19750828,0.2510917547121157,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.23262274,0.24939476281313416,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.24731347,0.2259491040410307,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.2380786,0.2120220944454903,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.22351855,0.20584835272787377,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.2115927,0.193888806067755,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.1984773,0.2191925311920721,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.20873201,0.23475149441161008,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.22338504,0.225468085368631,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
1,0.22454387,0.2178947199733759,0.0009284521457867937,0.03047051272602405,0.025622674440204118,0.2521068654134979,0.8120847023884219
2,0.22173047,0.21227541301483405,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.21556759,0.20821556956227466,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.21092027,0.18061619175291188,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.18682417,0.19858016014696228,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.19702396,0.1930104586523897,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.19474757,0.1928532644487873,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.19422576,0.20775814104385276,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.20671907,0.187912472049866,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.19310737,0.1764080169396488,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.18068233,0.18415273063089155,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.1845141,0.17261079583678762,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.17598733,0.21549826898553742,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.20956367,0.23973955530597674,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.2371107,0.24447897156805115,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.24692723,0.2274349750853552,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.23435989,0.23153181319059718,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.23476604,0.22222472580615055,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.22665204,0.22281249543701326,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.22527792,0.21846163326249907,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.22113405,0.22160326855353035,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.22297542,0.20518897485390747,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.20938754,0.1851391077233493,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.18988381,0.2388127047702851,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.23149446,0.25641814691763093,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.25489378,0.2555812917170203,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.25875652,0.3008509294799852,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.29805508,0.2950019822935707,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.2998939,0.28480239340137,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.2906874,0.32684419260035885,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.32565886,0.3179996486088377,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.32276693,0.3018443174780147,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.30734557,0.31715097628436567,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.3184878,0.2925603352163381,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.29768825,0.28264642970286075,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.28577098,0.31076276258741137,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.3096836,0.3104360279313963,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.3126684,0.3325602853308221,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
2,0.33298355,0.31158925575777324,0.0004086244272742636,0.020214460845500274,0.016094379150896235,0.06692597283145045,0.8340649395528226
3,0.30606374,0.3075767689881525,0.0005463527497605365,0.02337418982040953,0.017635441903156447,2785072602705.377,0.9402326445277032
3,0.30015737,0.2968336805858233,0.0005463527497605365,0.02337418982040953,0.017635441903156447,2785072602705.377,0.9402326445277032
3,0.28967053,0.2980472727501365,0.0005463527497605365,0.02337418982040953,0.017635441903156447,2785072602705.377,0.9402326445277032
3,0.28950137,0.28419703036594807,0.0005463527497605365,0.02337418982040953,0.017635441903156447,2785072602705.377,0.9402326445277032
3,0.27714163,0.2670004695229528,0.0005463527497605365,0.02337418982040953,0.017635441903156447,2785072602705.377,0.9402326445277032
3,0.26027364,0.2396239415046187,0.0005463527497605365,0.02337418982040953,0.017635441903156447,2785072602705.377,0.9402326445277032
3,0.2340802,0.21494074766425836,0.0005463527497605365,0.02337418982040953,0.017635441903156447,2785072602705.377,0.9402326445277032
3,0.20908046,0.19881234836517664,0.0005463527497605365,0.02337418982040953,0.017635441903156447,2785072602705.377,0.9402326445277032
3,0.19202586,0.16368681141077412,0.0005463527497605365,0.02337418982040953,0.017635441903156447,2785072602705.377,0.9402326445277032
3,0.1599767,0.11455895381498554,0.0005463527497605365,0.02337418982040953,0.017635441903156447,2785072602705.377,0.9402326445277032
3,0.11455174,0.0717000605322834,0.0005463527497605365,0.02337418982040953,0.017635441903156447,2785072602705.377,0.9402326445277032
3,0.07380899,0.1091477020614477,0.0005463527497605365,0.02337418982040953,0.017635441903156447,2785072602705.377,0.9402326445277032
